train_folder,file_name,window_id,CH1_rms,CH1_kurtosis,CH1_skewness,CH1_peak,CH2_rms,CH2_kurtosis,CH2_skewness,CH2_peak,CH3_rms,CH3_kurtosis,CH3_skewness,CH3_peak,CH4_rms,CH4_kurtosis,CH4_skewness,CH4_peak,Torque[Nm],TC SP Front[¡ÆC],TC SP Rear[¡ÆC]
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,1,0.297795361,0.056652786,-0.003157466,1.33972777,0.332922434,-0.052768256,0.01871236,1.365164512,1.299317787,0.219784958,0.006998011,6.82163411,0.257127358,0.015005503,0.0359256,1.099837772,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,2,0.298246786,0.031569814,-0.012827576,1.353094849,0.350144768,0.039431587,0.030783868,1.473978201,1.317566035,0.134605755,6.54E-05,6.266337,0.270868367,-0.077217183,-0.002017282,1.099442036,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,3,0.29612721,0.080956788,-0.006994664,1.248243972,0.320628133,0.045798392,-0.001426869,1.276181868,1.301251859,0.033310117,-0.000397956,5.896018962,0.256936123,0.057654629,0.025421962,1.127397452,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,4,0.295657264,0.058801406,0.009599105,1.386074346,0.322543696,-0.106089584,-0.015148878,1.421412512,1.309258384,0.287906284,-0.005160401,7.171283236,0.25678968,0.005307637,-0.033177112,1.0946214,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,5,0.300396396,0.039896012,0.00113055,1.299086243,0.341193837,-0.062639503,0.028356038,1.390630782,1.313064609,0.025978791,0.004278641,5.763555377,0.265792313,0.043914905,-0.025560705,1.173967062,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,6,0.29951315,-0.025486162,-0.016237085,1.235338449,0.317221133,0.051352977,-0.008135667,1.369707036,1.282219967,-0.001223959,0.003258351,5.603287459,0.259172466,0.033187134,-0.01585612,1.003285627,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,7,0.296436336,0.040003691,-0.001194797,1.288027537,0.361301703,-0.100426476,-0.006719387,1.413602038,1.344183468,0.172993661,-0.001627633,6.122739255,0.274460801,-0.05877929,-0.009727072,1.000918114,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,8,0.295820833,0.08373383,-0.009729288,1.288873398,0.345078181,-0.072212916,0.011564731,1.425282768,1.26703246,0.222919101,0.002900002,5.443379265,0.272711654,-0.007167562,0.017148642,1.110018804,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,9,0.294654212,0.041931611,-0.016521206,1.112292276,0.31696394,-0.105241746,-0.01195721,1.129849384,1.335843994,0.22298273,0.001064249,6.195026993,0.265106383,0.005485846,-0.013530817,1.159987043,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325123839.tdms,10,0.297339149,0.015466426,0.007831331,1.302273923,0.32695939,-0.062722709,-0.014059615,1.306975362,1.25897107,0.043725089,-0.004223157,5.043149193,0.264869978,-0.023119538,0.006117432,1.04072895,-9.625572,69.3558,83.0182
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,1,0.29567552,0.008390375,-0.018177447,1.384169218,0.344183339,-0.066804329,-0.000647803,1.326239477,0.920916458,0.229130088,-0.003712281,4.385457788,0.290050369,-0.034358101,-0.019108518,1.269157732,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,2,0.29474162,0.074626996,-0.002164637,1.293182539,0.352540728,-0.093021202,-0.014334302,1.345810729,0.90907472,0.333364909,-0.011500992,3.901417043,0.291302422,0.019129754,0.024215804,1.182864921,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,3,0.293605372,0.007894148,-0.00247813,1.165557475,0.336380055,0.000836154,-0.009727255,1.339287092,0.911699563,0.138170717,-0.012293795,3.573946778,0.286589516,-0.028365276,0.016979746,1.090993412,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,4,0.292797937,0.012572392,0.006769263,1.194975706,0.31901897,0.122980556,-0.000484212,1.566217753,0.933767523,0.182198914,-0.005436017,4.206213018,0.277117182,-0.00576774,-0.017263803,1.103553344,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,5,0.290976077,0.081880223,0.005384161,1.254785274,0.315374909,0.030715743,-0.016504827,1.379346697,0.928374803,0.073236049,-0.000272526,3.76646729,0.275858202,0.049590744,0.004847956,1.368477921,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,6,0.291114498,-0.059453441,0.005498424,1.161002117,0.348032669,0.011600518,-0.018577339,1.544625337,0.937018619,0.208300649,0.004059114,4.813123106,0.288049776,0.013070339,-0.016086492,1.171320291,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,7,0.288350556,0.023151709,-0.004965987,1.166354948,0.341963356,-0.034637129,-0.00574908,1.437409062,0.937304948,0.187109283,-0.010294597,3.790924389,0.288340667,0.054737928,0.018936275,1.217786988,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,8,0.288711165,-0.024399198,-0.016186705,1.27401381,0.32749763,-0.096714898,-0.005777027,1.331185893,0.923026582,0.11392239,-0.002600681,4.047037947,0.284020696,0.038190667,0.001594771,1.253049758,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,9,0.291327837,0.041187137,-0.011758148,1.226662619,0.328078074,0.03484163,-0.007663502,1.313370805,0.920735275,0.14492388,0.006813532,4.227919961,0.277252205,0.043683856,-0.019161912,1.200312441,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325124839.tdms,10,0.287632421,-0.016555497,-0.012741825,1.237680773,0.336940302,-0.006957783,-0.007777438,1.513837061,0.96745107,0.277919091,-0.002703371,5.174316727,0.273632618,0.013368805,-0.015677048,1.230784315,-10.501605,84.9585,106.7807
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,1,0.29998578,0.006345024,0.01368447,1.386291379,0.351362193,-0.147498735,0.003429341,1.370234305,0.771107501,0.236325438,-0.000111841,3.504296761,0.301389591,-0.037836949,-0.011320349,1.199169655,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,2,0.303020393,0.061178165,0.009375661,1.774650569,0.331992153,-0.030016142,0.01583285,1.387501409,0.782251838,0.208019133,-0.008873338,3.586093018,0.290269379,-0.003559456,-0.0081868,1.135787694,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,3,0.298686414,0.010417314,0.000401577,1.41524512,0.365488773,-0.04551342,-0.024673792,1.408908235,0.769515417,0.21515576,0.00250902,3.264055265,0.298889189,0.020448491,-0.012882084,1.218625611,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,4,0.301725381,0.057039902,-0.006802041,1.336462809,0.360191877,0.067632889,0.009292662,1.59878179,0.771081349,0.214900184,-0.016412278,4.297338929,0.298490328,-0.039792402,0.003921532,1.174304885,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,5,0.292813981,0.041987446,-0.000545669,1.35251154,0.389080624,0.007632756,0.01357221,1.709113486,0.77261189,0.303145718,-0.004787218,3.929385028,0.310548257,0.014029374,0.014471573,1.285060024,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,6,0.292872033,0.072550071,0.00523846,1.260933983,0.389243838,-0.112588217,0.02377891,1.472236876,0.759826705,0.219899147,-0.024983663,3.578043308,0.298387322,0.05383306,-0.015119746,1.193528542,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,7,0.297538544,0.123505512,-0.015084237,1.365144902,0.344355073,0.058214412,0.019663546,1.364114951,0.769658873,0.16138771,-0.016681604,3.362559129,0.286079165,-0.028534725,-0.001177361,1.204207067,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,8,0.288878274,0.052242289,0.000188037,1.192408866,0.378684577,-0.096820706,0.004802854,1.370901951,0.75002245,0.13480797,-0.002872521,3.04224309,0.298299932,-0.028003308,-0.011675211,1.221439423,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,9,0.293657246,0.033137614,0.008605269,1.335419835,0.370550838,0.041590475,-0.014229704,1.503393447,0.755064335,0.12683063,-0.011159646,3.156558682,0.296562519,0.042355571,0.009577578,1.304295376,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325125839.tdms,10,0.294009143,0.058468397,-0.003496125,1.282217098,0.338447784,-0.086644743,-0.005537023,1.313113324,0.758635956,0.216899662,0.008744136,3.347481531,0.287756638,-0.04292307,0.009348815,1.308653399,-9.528453,97.5308,123.6613
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,1,0.29801536,0.048411754,0.002808938,1.287463898,0.443207885,-0.213441804,0.01354015,1.815497182,0.725892789,0.357975044,-0.013029193,3.239035289,0.334559227,0.033909686,-0.006027854,1.449803176,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,2,0.293856009,0.012069498,0.006805332,1.296084409,0.388500546,0.035714575,0.002845775,1.481189483,0.724297317,0.405608165,0.014151294,3.383856106,0.308502086,0.060919389,-0.004288358,1.232916926,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,3,0.293673909,0.052517358,0.020515094,1.261438772,0.370905337,-0.129169823,-0.007345815,1.40307781,0.701840158,0.320905462,-0.019862063,3.224506928,0.307327069,-0.01533092,0.025915148,1.441187107,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,4,0.29711458,0.09831221,0.03027065,1.22658983,0.335013796,-0.019438302,-0.015289886,1.447898983,0.71672942,0.264642827,-0.013725613,3.103475372,0.296829815,0.075094163,0.012950388,1.248957025,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,5,0.290322291,-0.004251729,-0.000651857,1.129258608,0.355337182,-0.09067781,0.004701665,1.349001353,0.695890518,0.244244916,-0.008999683,3.152038871,0.2994351,-0.029896457,-0.022450922,1.27175153,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,6,0.294127414,0.040855302,-0.006556584,1.263068608,0.385698246,0.046100829,0.003274959,1.578855155,0.6986298,0.277096603,0.002185505,3.433944603,0.308915756,0.019034668,0.00528725,1.325233514,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,7,0.2935566,0.048893792,-0.002728845,1.194510522,0.342065575,-0.03939739,-0.01859734,1.441819861,0.716500977,0.245271981,-0.010537135,3.245191093,0.300912618,0.019129495,0.013527084,1.209624888,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,8,0.294804804,0.031191774,0.000851897,1.274591713,0.369899157,-0.100317941,-0.00871106,1.428261855,0.718308714,0.199719668,0.005191209,3.577697905,0.312564217,0.045906215,-0.013768685,1.51111936,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,9,0.296309903,0.095123689,0.002401789,1.279137806,0.344515956,0.057236142,0.002787826,1.376163724,0.703255258,0.155310104,-0.016054739,3.471806854,0.294763244,0.060416533,0.040302972,1.451934923,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325130839.tdms,10,0.296041304,0.062568694,-0.011128161,1.142769654,0.334554411,0.010780244,-0.00433302,1.361781788,0.705913321,0.133563194,-0.011389301,3.537616679,0.294248748,-0.001040113,0.008532572,1.162346917,-11.160837,107.2604,142.798
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,1,0.287107871,0.04707808,-0.015069053,1.407139755,0.392333145,0.015705825,0.006749035,1.574121164,0.685820738,0.43795546,-0.017419454,3.120561379,0.316161215,0.048332889,0.013377255,1.393408529,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,2,0.284154378,-0.053296227,0.005787204,1.104821293,0.410823339,-0.201391791,0.001724788,1.605342605,0.677231873,0.321784427,-0.02112712,3.085542981,0.326715693,-0.070532028,0.006470088,1.394091937,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,3,0.284002931,0.015604113,0.021515151,1.226181515,0.400854519,-0.216211589,0.018243374,1.555187409,0.676811145,0.488264454,-0.002302088,3.677375312,0.316355531,0.023433482,0.001117831,1.22068978,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,4,0.289440015,0.090035516,0.006780893,1.342923734,0.373559276,0.012092159,0.015972212,1.471317528,0.683389097,0.209853826,0.013838692,3.05614694,0.30557243,-0.029056705,0.004953523,1.242233557,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,5,0.288698248,0.012289498,0.006985871,1.135035378,0.369311651,0.016390995,-0.005173657,1.585516853,0.682179728,0.17002031,-0.002990793,3.307839412,0.303628344,-0.013526167,-0.014767918,1.235120428,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,6,0.290912797,-0.01113733,-0.000285846,1.27103759,0.35140895,-0.036692053,-3.35E-05,1.384609759,0.682883035,0.065654516,-0.023301228,2.770773837,0.304071373,0.00446179,0.013499955,1.30169881,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,7,0.285982228,0.042950568,-0.000556508,1.280395139,0.362344024,0.038737569,-0.001850181,1.555787675,0.669853654,0.153250009,-0.008154955,3.045769339,0.306111669,0.030725535,-0.017304638,1.221861432,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,8,0.28544439,0.048230259,-0.011325663,1.310230135,0.381842004,0.259417296,0.006418413,1.817992589,0.67162015,0.346147799,0.007981486,3.774230567,0.311462133,0.030670505,-0.008031207,1.315411494,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,9,0.288372381,0.023474857,0.014670623,1.296166406,0.379630086,-0.071302551,-0.004611854,1.602802732,0.685434909,0.252481541,-0.005841422,3.037766698,0.3145359,0.059349239,-0.008604234,1.618037902,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325131839.tdms,10,0.285548994,0.012865977,0.007278329,1.147043025,0.375591522,0.179433957,-0.013098041,1.649311787,0.657863847,0.295417483,-0.018349414,3.382155781,0.312461674,0.025371415,-0.000583035,1.324796631,-9.799209,112.7132,154.9743
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,1,0.294464146,0.02486889,-0.007431785,1.291742512,0.407390835,-0.074494123,0.002947184,1.842885126,0.699226404,0.379179954,-0.011557504,3.590171313,0.332398616,-0.020076322,0.015685894,1.244184301,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,2,0.294108113,-0.004120493,0.01317513,1.259040781,0.375882707,-0.002207826,0.017502736,1.400527153,0.715125939,0.420600567,-0.014369039,3.631089666,0.318430291,0.003496614,0.000756524,1.30279541,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,3,0.291969367,-0.017975362,0.031789723,1.133120333,0.444551782,-0.134274291,-5.91E-06,1.588767,0.701767688,0.503020634,-0.004767866,3.773372525,0.341292844,0.021434123,-0.015551962,1.43825567,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,4,0.290767038,-0.00790855,0.003361424,1.463263129,0.443421342,-0.179999874,0.00774905,1.624704856,0.694221367,0.316899608,-0.011433961,3.038294023,0.340454385,0.031004638,0.018682209,1.499000345,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,5,0.29246559,0.027994619,0.010622315,1.262954467,0.408451714,-0.156677922,0.013930385,1.698603627,0.699406024,0.161368072,-0.009808514,3.076595963,0.332697629,-0.005670142,-0.016441179,1.352181985,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,6,0.296791126,-0.052248388,-0.002766116,1.217881006,0.392789996,0.070457342,0.009320858,1.759821723,0.703950747,0.264885829,0.002086311,3.397156319,0.318223294,-0.003809408,-0.003511751,1.33440758,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,7,0.294670599,-0.00623558,0.013392546,1.160450174,0.401462402,-0.141883822,0.011285891,1.66622767,0.71245321,0.133274004,-0.001942961,3.912309124,0.331237851,0.029957466,0.000558655,1.416177737,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,8,0.291398457,0.079326962,0.007407576,1.252225958,0.419454251,-0.055535317,0.004563315,1.891157173,0.721378944,0.09771073,-0.031444473,3.278609271,0.33316652,0.043405704,0.008669455,1.349214497,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,9,0.291139272,-0.022001037,-0.008843793,1.157757564,0.385470668,-0.058731082,0.007265158,1.710536005,0.705705201,0.229682543,0.009387732,3.658962858,0.323414028,-0.029096401,0.02536433,1.601793754,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325132839.tdms,10,0.297732831,0.046329037,0.024182733,1.348269347,0.396382871,-0.123535394,-0.004416409,1.57075554,0.714896185,0.262785949,-0.012751533,3.539832164,0.323500733,-0.022513054,0.006010892,1.279183041,-6.448113,116.8666,157.1862
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,1,0.315188773,-0.004165916,0.021628107,1.281465344,0.375202501,-0.102377428,-0.008954282,1.463766991,0.711175375,0.114021824,-0.007973097,3.252334934,0.321622341,0.000831182,-0.000433526,1.511513775,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,2,0.309376348,-0.002088199,-0.003178428,1.37240698,0.386113109,-0.04248179,-0.012330543,1.45887308,0.715394135,0.231755357,0.008216762,3.34901689,0.324405367,0.024317119,0.030190868,1.47308731,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,3,0.314488304,0.008289835,-0.011679516,1.376207237,0.391945356,-0.104248143,-0.006317806,1.557939081,0.718152901,0.393597098,0.017755995,3.35399522,0.329491435,0.049523443,-0.02654349,1.436104137,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,4,0.314550117,0.021259566,0.014682078,1.388670968,0.430187935,-0.152181133,-0.021390685,1.782202856,0.718868278,0.375444217,0.000861004,3.413494031,0.339371882,0.018123755,0.007417812,1.37348717,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,5,0.313102343,-0.00522559,0.004703772,1.254235629,0.445629857,-0.06669233,0.006325781,1.707659694,0.711041511,0.411004469,-0.016221134,3.844818148,0.348497441,0.087448192,-0.005727974,1.449881001,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,6,0.315653608,0.022927902,-0.012360581,1.296258715,0.411769144,0.068373822,0.012656263,1.831803749,0.711761383,0.295583821,-0.016545066,3.388031626,0.331659931,0.056643096,0.026506828,1.353020073,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,7,0.310624246,0.092153747,-0.001027499,1.695913182,0.371278192,0.048522893,-0.001671745,1.763722588,0.72837685,0.303597081,-0.002102988,3.520494807,0.321186408,0.021805334,0.010553429,1.341624629,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,8,0.313000376,0.025277533,-0.003710264,1.221514077,0.385389913,-0.064708105,-0.025184029,1.616883634,0.711316187,0.060985993,0.006781645,2.82884836,0.32350127,0.041600475,0.018698425,1.511975772,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,9,0.309330714,0.036084483,0.005540892,1.413940455,0.372268887,-0.090136441,-0.013469443,1.462069664,0.716754758,0.244127532,-0.012541784,3.887088401,0.322080089,0.006546531,0.007747323,1.283700175,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325133839.tdms,10,0.312362463,0.018143335,0.028864593,1.523730511,0.342595735,0.042916066,0.015889278,1.519122008,0.715089197,0.234544777,-0.019040751,3.658173991,0.322350304,0.009289502,0.008319781,1.429142063,-3.78666,113.8714,137.1993
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325134839.tdms,1,0.305462977,0.002741008,0.012992694,1.276516048,0.364795423,0.009280007,0.005053361,1.372821739,0.745414554,0.140114168,0.014863696,3.42000186,0.315683623,0.007522719,-0.020792916,1.255471775,-5.471037,110.287,130.8534
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325134839.tdms,2,0.302447499,0.006382851,0.012775084,1.351963739,0.385568821,-0.035433895,-0.009739571,1.574423645,0.747424832,0.233071322,-0.000834581,3.762239121,0.326377204,0.049728726,0.017141505,1.580387842,-5.471037,110.287,130.8534
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325134839.tdms,3,0.300881862,0.036344605,0.002069889,1.352973126,0.40100332,-0.144767122,0.009392951,1.464810947,0.729912529,0.16784067,-0.005225646,3.575922934,0.327458468,0.043501211,-0.015448074,1.476501257,-5.471037,110.287,130.8534
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325134839.tdms,4,0.308543757,0.038565546,-0.016899792,1.451659007,0.410621236,-0.12737163,0.000412119,1.600381802,0.739428619,0.32011449,-0.021667317,3.476009119,0.33784745,-0.006326664,-0.017287642,1.2749466,-5.471037,110.287,130.8534
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325134839.tdms,5,0.308169221,-0.012234599,0.006302515,1.263996423,0.393402346,0.036318963,0.014389813,1.588515167,0.74530009,0.218495575,0.003773316,3.243507989,0.326314596,-0.016716691,0.01234751,1.401768439,-5.471037,110.287,130.8534
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325134839.tdms,6,0.309025331,0.006415554,-0.008748333,1.228344865,0.356263714,-0.034512447,0.023624834,1.648533317,0.736553599,0.363615091,-0.006071249,3.445208683,0.313146727,0.011470508,-0.029440331,1.216196703,-5.471037,110.287,130.8534
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325134839.tdms,7,0.307794464,-0.072000525,-0.001144392,1.164455005,0.363914257,0.04623747,-0.018864044,1.55008451,0.740192074,0.311900459,-0.009148051,3.242120425,0.317157944,0.057634081,0.014416251,1.402462498,-5.471037,110.287,130.8534
Train1,modified_KIMM Simulator_KIMM Bearing Test_20160325134839.tdms,8,0.308306056,0.052560397,0.021799723,1.314550885,0.360151091,-0.038589106,-0.00553887,1.33493805,0.742223865,0.169779607,-0.020871892,3.306250092,0.322560868,0.06823958,0.006895063,1.29554819,-5.471037,110.287,130.8534
